Vehicle.Type,Drive.Type,Model Year,Production (000),Production Share,2-Cycle MPG,Real-World MPG,Real-World MPG_City,Real-World MPG_Hwy,Real-World CO2 (g/mi),Real-World CO2_City (g/mi),Real-World CO2_Hwy (g/mi),Weight (lbs),Footprint (sq. ft.),Engine Displacement,Horsepower (HP),Acceleration (0-60 time in seconds),HP/Engine Displacement,HP/Weight (lbs),Ton-MPG (Real-World),Transmission - Manual,Transmission - Automatic,Transmission - Lockup,Transmission - CVT (Hybrid),Transmission - Other,Fuel Delivery - Carbureted,Fuel Delivery - Gasoline Direct Injection (GDI),Fuel Delivery - Port Fuel Injection,Fuel Delivery - Throttle Body Injection,Fuel Delivery - Other,Powertrain - Diesel,Powertrain - Electric Vehicle (EV),Powertrain - Plug-in Hybrid Electric Vehicle (PHEV),Powertrain - Fuel Cell Vehicle  (FCV),Powertrain - Other (incl. CNG),Powertrain - Gasoline Hybrid,Powertrain - Gasoline,Turbocharged Engine,Stop/Start,Cylinder Deactivation,Multivalve Engine,Variable Valve Timing,Average Number of Gears,Transmission - CVT (Non-Hybrid),Cylinders,4 or Fewer Gears,5 Gears,6 Gears,7 Gears,8 Gears,9 or More Gears,Fuel Delivery - Gasoline Direct & Port Injection (GDPI)
Pickup,Four Wheel Drive,1986,638,0.252,20.21551,17.1448,15.91079,18.88806,518.82567,559.06304,470.94343,3974.471,-,219.0058,129.6474,13.6666,0.63444,0.032668,34.36581,0.633,0.073,0.294,-,-,0.525,-,0.29,0.177,0.007,0.007,-,-,-,-,-,0.993,-,-,-,-,-,4.2,-,5.9,0.545,0.455,-,-,-,-,-
Pickup,Four Wheel Drive,1987,548,0.255,20.03329,16.93731,15.65944,18.70709,524.93231,567.76787,475.27203,3937.276,-,222.1752,136.856,13.4438,0.647638,0.03469,33.57022,0.599,0.1,0.301,-,-,0.344,-,0.364,0.288,0.004,0.004,-,-,-,-,-,0.996,-,-,-,-,-,4.2,-,5.9,0.558,0.442,-,-,-,-,-
Pickup,Four Wheel Drive,1988,699,0.284,19.28582,16.27342,14.87328,18.21285,546.36375,597.79865,488.18136,4137.091,-,253.4401,155.8963,12.7774,0.644367,0.037496,33.92069,0.497,0.094,0.409,-,-,0.038,-,0.487,0.471,0.004,0.004,-,-,-,-,-,0.996,-,-,-,-,-,4.3,-,6.5,0.551,0.449,-,-,-,-,-
Pickup,Four Wheel Drive,1989,645,0.289,19.01114,15.99097,14.58803,17.88838,555.95999,609.42746,496.98918,4220.941,-,259.0372,157.8013,12.2918,0.637915,0.037241,33.94648,0.523,0.061,0.415,-,-,0.015,-,0.505,0.478,0.003,0.003,-,-,-,-,-,0.997,-,-,-,-,-,4.3,-,6.5,0.545,0.455,-,-,-,-,-
Pickup,Four Wheel Drive,1990,512,0.279,18.55543,15.58525,14.03789,17.68512,570.46905,633.35168,502.73195,4363.649,-,273.0732,166.4673,11.3125,0.637356,0.038019,34.15361,0.449,0.035,0.517,-,-,-,-,0.535,0.461,0.003,0.003,-,-,-,-,-,0.997,-,-,-,-,-,4.4,-,6.7,0.593,0.407,-,-,-,-,-
Pickup,Four Wheel Drive,1991,477,0.248,18.89594,15.81682,14.23858,17.90157,562.13332,624.44507,496.66578,4299.001,-,262.5125,167.4973,11.2588,0.665746,0.038826,34.17153,0.475,0.016,0.508,-,-,-,-,0.535,0.461,0.004,0.004,-,-,-,-,-,0.996,-,-,-,-,-,4.4,-,6.5,0.55,0.45,-,-,-,-,-
Pickup,Four Wheel Drive,1992,484,0.263,18.5431,15.49424,13.82905,17.67852,573.78889,642.88239,502.89192,4442.501,-,272.1828,167.3367,11.2636,0.638071,0.037581,34.48586,0.437,0.001,0.562,-,-,-,-,0.597,0.4,0.003,0.003,-,-,-,-,-,0.997,-,-,-,-,-,4.4,-,6.7,0.611,0.389,-,-,-,-,-
Pickup,Four Wheel Drive,1993,553,0.276,18.76756,15.63089,13.93483,17.80024,568.55374,637.75453,499.26306,4443.649,-,270.0368,172.1235,10.372,0.660661,0.038606,34.78174,0.405,-,0.595,-,-,-,-,0.629,0.371,-,-,-,-,-,-,-,1,-,-,-,-,-,4.4,-,6.7,0.627,0.373,-,-,-,-,-
Pickup,Four Wheel Drive,1994,783,0.293,18.56726,15.41597,13.72769,17.52198,576.48021,647.37777,507.19166,4527.726,-,278.5435,179.7935,10.1355,0.668246,0.039617,34.9577,0.346,-,0.654,-,-,-,-,0.622,0.378,-,-,-,-,-,-,-,1,-,-,-,0.057,-,4.3,-,6.8,0.671,0.329,-,-,-,-,-
Pickup,Four Wheel Drive,1995,750,0.33,18.03376,14.94514,13.24521,17.03143,594.6414,670.95963,521.79989,4633.178,-,292.1094,185.59,10.312,0.655274,0.04004,34.68286,0.283,-,0.717,-,-,-,-,0.628,0.372,-,-,-,-,-,-,-,1,-,-,-,0.095,-,4.3,-,7,0.728,0.272,-,-,-,-,-
Pickup,Four Wheel Drive,1996,573,0.293,18.30917,15.13896,13.32314,17.34251,587.3212,667.36701,512.69677,4667.963,-,291.2153,204.4733,10.1971,0.71898,0.043738,35.38074,0.254,-,0.745,-,0.001,-,-,0.996,-,0.004,0.004,-,-,-,-,-,0.996,0.004,-,-,0.171,-,4.3,-,7,0.745,0.255,-,-,-,-,-
Pickup,Four Wheel Drive,1997,834,0.347,18.16995,15.00409,13.08879,17.31173,592.4035,679.08811,513.43891,4965.045,-,302.389,217.9988,10.1033,0.728643,0.043854,37.23599,0.14,-,0.86,-,-,-,-,0.999,-,0.001,0.001,-,-,-,-,-,0.999,0.001,-,-,0.053,-,4.2,-,7.5,0.834,0.166,-,-,-,-,-
Pickup,Four Wheel Drive,1998,841,0.348,18.30996,15.07506,13.11824,17.38124,589.58962,677.53763,511.36172,4770.813,-,290.8116,212.7906,10.3469,0.745356,0.04453,35.84929,0.199,-,0.801,-,-,-,-,0.999,-,0.001,0.001,-,-,-,-,-,0.999,0.001,-,-,0.13,-,4.2,-,7.2,0.76,0.24,-,-,-,-,-
Pickup,Four Wheel Drive,1999,1153,0.453,18.24961,14.94064,13.12647,16.97661,594.8247,677.03401,523.48883,4937.502,-,299.4564,226.8724,10.1586,0.763388,0.04589,36.76068,0.114,-,0.886,-,-,-,-,1,-,0,0,-,-,-,-,-,1,0,-,-,0.069,-,4.2,-,7.4,0.846,0.154,-,-,-,-,-
Pickup,Four Wheel Drive,2000,1003,0.384,18.91625,15.39094,13.61549,17.30125,577.41776,652.71232,513.66231,4705.125,-,284.229,223.8137,9.6075,0.791392,0.04729,36.14675,0.107,-,0.893,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,0.133,-,4.1,-,7.3,0.851,0.149,-,-,-,-,-
Pickup,Four Wheel Drive,2001,975,0.387,18.12358,14.73551,12.94229,16.64417,603.10076,686.66353,533.94086,4885.156,-,295.5544,235.0352,9.2836,0.801941,0.048109,35.97729,0.08,-,0.92,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,0.111,-,4.2,-,7.4,0.839,0.161,-,-,-,-,-
Pickup,Four Wheel Drive,2002,1008,0.424,18.21405,14.76381,12.93165,16.67418,601.94503,687.22865,532.97979,4985.059,-,291.5485,242.478,9.3824,0.83422,0.048604,36.75286,0.07,-,0.93,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,0.132,-,4.2,-,7.4,0.839,0.161,-,-,-,-,-
Pickup,Four Wheel Drive,2003,976,0.395,18.50936,14.94752,13.06942,16.86192,594.54676,679.98403,527.04556,4944.292,-,290.7066,247.9986,9.1286,0.854598,0.050001,36.90576,0.073,-,0.927,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,0.124,-,4.3,-,7.3,0.722,0.278,-,-,-,-,-
Pickup,Four Wheel Drive,2004,1161,0.463,18.6578,15.02942,13.07178,16.99432,591.30693,679.86135,522.93952,5201.664,-,298.2522,266.0956,8.9914,0.891963,0.051144,39.00213,0.051,-,0.949,-,-,-,-,1,-,-,-,-,-,-,-,0,1,-,-,-,0.349,0.25,4.3,-,7.5,0.743,0.257,-,-,-,-,-
Pickup,Four Wheel Drive,2005,1075,0.467,19.01226,15.28749,13.17678,17.38875,581.32507,674.44401,511.07744,5256.82,-,297.5856,274.3853,8.7736,0.925573,0.052314,40.1158,0.04,-,0.96,-,-,-,-,1,-,-,-,-,-,-,-,0,1,-,-,-,0.437,0.429,4.4,-,7.4,0.633,0.35,0.017,-,-,-,-
Pickup,Four Wheel Drive,2006,1003,0.458,19.25032,15.46264,13.35458,17.55288,574.7401,665.46477,506.29869,5228.036,-,291.3141,272.1164,8.8539,0.942378,0.052156,40.32128,0.042,-,0.958,-,-,-,-,1,-,-,-,-,-,-,-,0.002,0.998,0.002,-,0.054,0.541,0.533,4.4,-,7.3,0.59,0.391,0.02,-,-,-,-
Pickup,Four Wheel Drive,2007,960,0.454,19.2578,15.49772,13.30006,17.70465,573.43903,668.19235,501.95845,5420.165,-,302.2022,289.5231,8.7623,0.960398,0.053363,41.93729,0.028,-,0.972,-,-,-,-,1,-,-,-,-,-,-,-,0,1,-,-,0.285,0.442,0.417,4.5,-,7.5,0.598,0.3,0.101,-,-,-,-
Pickup,Four Wheel Drive,2008,852,0.475,19.61034,15.79689,13.48214,18.14733,562.57922,659.16823,489.71384,5417.454,63.82826,303.2387,295.4141,8.7323,0.973946,0.054369,42.73961,0.029,-,0.971,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,0.342,0.445,0.417,4.5,-,7.5,0.582,0.296,0.122,-,-,-,-
Pickup,Four Wheel Drive,2009,501,0.506,20.21165,16.26499,13.87497,18.69422,546.3884,640.5058,475.38756,5410.619,63.29608,301.5123,294.3889,8.3574,0.978649,0.054315,43.93534,0.038,-,0.959,0.002,-,-,-,1,-,-,-,-,-,-,-,0.002,0.998,-,-,0.415,0.433,0.395,5.1,-,7.5,0.284,0.312,0.402,-,-,-,-
Pickup,Four Wheel Drive,2010,728,0.57,20.27906,16.33488,13.88423,18.84404,544.05047,640.0789,471.60796,5544.479,64.76507,307.1303,303.8243,8.294,0.989649,0.054759,45.28611,0.023,-,0.977,0.001,-,-,-,1,-,-,-,-,-,-,-,0.001,0.999,-,-,0.26,0.61,0.633,5.6,-,7.6,0.088,0.259,0.653,-,-,-,-
Pickup,Four Wheel Drive,2011,891,0.603,20.7511,16.77737,14.22966,19.39731,529.70149,624.54057,458.15621,5474.694,65.15443,295.004,321.49,7.9692,1.104422,0.05842,46.03805,0.018,-,0.981,0.001,-,-,0.095,0.905,-,-,-,-,-,-,-,0.001,0.999,0.095,-,0.371,0.475,0.928,5.6,-,7.4,0.08,0.269,0.65,-,-,-,-
Pickup,Four Wheel Drive,2012,847,0.624,20.80466,16.81608,14.24632,19.46478,528.48225,623.81011,456.56824,5514.924,65.26975,293.396,329.0283,7.8501,1.143134,0.059416,46.45032,0.015,-,0.985,0,-,-,0.132,0.868,-,-,-,-,-,-,-,0,1,0.132,-,0.371,0.542,0.973,5.7,-,7.3,0.075,0.145,0.779,-,-,-,-
Pickup,Four Wheel Drive,2013,996,0.632,21.11605,17.06227,14.42675,19.78953,520.85692,616.00864,449.07579,5616.361,66.1066,287.7158,341.3577,7.6965,1.217494,0.060495,48.00111,0.012,-,0.988,0,-,-,0.199,0.801,-,-,-,-,-,-,-,0,1,0.199,-,0.33,0.607,0.988,5.9,-,7.3,0.032,0.121,0.817,-,0.03,-,-
Pickup,Four Wheel Drive,2014,1252,0.649,21.84691,17.60806,14.92345,20.37282,504.71205,595.50575,436.21855,5659.891,66.90028,299.0893,343.8984,7.6159,1.172653,0.060581,50.00877,0.007,-,0.993,-,-,-,0.479,0.521,-,-,-,-,-,-,-,-,1,0.126,-,0.512,0.472,0.991,6.2,-,7.4,0.005,0.09,0.77,-,0.135,-,-
Pickup,Four Wheel Drive,2015,1195,0.669,22.93919,18.41578,15.65008,21.24854,483.83633,569.32556,419.34445,5285.197,66.16113,285.341,334.6783,7.4889,1.213146,0.063377,48.87318,0.009,-,0.991,-,-,-,0.58,0.398,-,0.022,0.022,-,-,-,-,-,0.978,0.178,0.052,0.492,0.508,0.887,6.2,-,7.2,0.005,0.102,0.739,-,0.154,-,-
Pickup,Four Wheel Drive,2016,1278,0.671,23.05234,18.4733,15.74769,21.24758,482.702,566.24968,419.6748,5290.87,65.25626,274.3956,334.714,7.4416,1.271392,0.063507,49.04711,0.007,-,0.993,-,-,-,0.519,0.374,-,0.029,0.029,-,-,-,-,0,0.971,0.205,0.074,0.405,0.595,0.876,6.4,-,7.1,-,0.033,0.734,-,0.233,-,0.078
Pickup,Four Wheel Drive,2017,1432,0.697,23.19466,18.56104,15.80993,21.36576,479.75352,563.25439,416.76163,5334.818,65.4029,280.7858,343.5574,7.2793,1.267492,0.064505,49.62828,0.011,-,0.989,-,-,-,0.52,0.343,-,0.017,0.017,-,-,-,-,0.001,0.982,0.151,0.134,0.505,0.561,0.911,6.9,-,7.1,-,0.022,0.581,0.021,0.295,0.081,0.12
Pickup,Four Wheel Drive,2018,1616,0.715,23.40869,18.68402,15.96041,21.44468,476.84544,558.22198,415.45613,5358.741,66.14565,272.9571,355.1599,6.9864,1.372444,0.066582,50.21615,0.005,-,0.995,-,-,-,0.422,0.188,-,0.021,0.021,-,-,-,-,0.005,0.974,0.23,0.333,0.454,0.611,0.877,7.7,-,7.1,-,0.019,0.408,0.014,0.242,0.317,0.369
Pickup,Four Wheel Drive,2019,1830,0.726,23.46639,18.65618,15.94604,21.39994,476.76673,557.79902,415.6371,5181.668,65.8234,274.7733,352.4895,6.8407,1.354089,0.06794,48.46749,0.006,-,0.994,-,-,-,0.339,0.324,-,0.007,0.007,-,-,-,-,0.043,0.95,0.204,0.487,0.508,0.571,0.928,8,-,7,-,0.027,0.253,0.01,0.414,0.296,0.33
Pickup,Four Wheel Drive,2020,1510,0.764,23.85718,18.84985,16.29063,21.38414,473.29957,547.62648,417.2284,5214.769,66.09058,268.8796,348.619,6.8121,1.36867,0.066799,49.47316,0.008,-,0.992,-,-,-,0.343,0.301,-,0.036,0.036,-,-,-,-,0.062,0.902,0.234,0.569,0.461,0.605,0.901,8.4,-,6.9,-,-,0.202,-,0.375,0.424,0.321
Pickup,Four Wheel Drive,2021,1741,0.782,24.16404,19.0432,16.52527,21.5164,469.93525,541.38374,416.03552,5304.003,66.20778,263.8072,344.8003,6.9416,1.369096,0.064905,51.05506,0.008,-,0.992,-,-,-,0.362,0.278,-,0.061,0.061,-,-,-,-,0.102,0.837,0.26,0.468,0.438,0.641,0.885,8.4,-,6.8,-,-,0.201,-,0.386,0.413,0.3
Pickup,Four Wheel Drive,2022,1584,0.753,25.05962,19.52553,17.00728,21.98082,455.26914,523.19365,404.02783,5313.266,65.67445,248.3584,347.1549,6.8017,1.443254,0.065014,54.91637,0.008,0.019,0.973,-,-,-,0.395,0.215,-,0.068,0.049,0.019,-,-,-,0.104,0.827,0.33,0.378,0.401,0.687,0.876,8.6,-,6.5,0.019,-,0.105,-,0.382,0.494,0.321
